type,flight_id,airline,flight_number,departure_airport,departure_city,arrival_airport,arrival_city,departure_datetime,arrival_datetime,ticket_price,flight_class,total_available_seats,hotel_id,name,street,city,state,zip,country,latitude,longitude,star_rating,price_per_night,wifi,breakfast_included,parking,pet_friendly,near_transit,number_of_rooms,hotel_rating,hotel_image1,hotel_image2,car_id,company,make,model,vehicle_type,year,pickup_address,pickup_city,pickup_country,pickup_lat,pickup_lng,dropoff_address,dropoff_city,dropoff_country,dropoff_lat,dropoff_lng,price_per_day,available,pickup_date,dropoff_date,car_image1,car_image2
flight,FL00707,"Banks, Moore and Maxwell",D686,ORD,New Karl,ORD,Port Debbie,2025-12-10T08:11:54,2026-01-10T06:53:41,198.2,Economy,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00708,"Gonzalez, Braun and Greene",Z479,ORD,Davishaven,ORD,Lewischester,2025-12-25T20:37:00,2026-01-17T21:06:02,577.62,First,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00709,Powell Ltd,W162,SFO,North Micheleberg,JFK,Kingfort,2025-12-26T13:33:48,2026-01-24T18:16:15,344.65,First,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00710,Sandoval Ltd,V578,SEA,Port Beth,DFW,Johnsonhaven,2025-12-05T22:39:13,2026-01-23T05:57:54,563.69,Economy,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00711,Miller-Barber,H263,SFO,Esparzashire,SEA,Martinezside,2025-12-16T08:03:54,2026-01-25T10:17:19,256.54,Business,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00712,Nunez-Davis,N173,DFW,Coffeychester,ORD,Morganport,2025-12-19T00:48:46,2026-01-20T20:25:02,374.17,Economy,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00713,Taylor-Perry,S139,ORD,Johnmouth,ORD,New Matthewside,2025-12-07T15:34:17,2026-01-28T11:02:16,405.32,First,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00714,Dixon-Blackwell,U415,ORD,Taylormouth,LAX,New Bryan,2025-12-11T09:54:23,2026-01-28T18:26:27,482.35,Business,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00715,Castillo PLC,D442,JFK,Dawnshire,JFK,Merritthaven,2025-12-18T15:35:03,2026-01-12T13:49:27,316.99,First,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00716,Gibson Group,A254,DFW,Lake Laceyview,SFO,New Zoe,2025-12-12T04:38:28,2026-01-26T21:40:01,142.72,First,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00717,Mathews-Anderson,O427,LAX,South Morganfort,LAX,Fordberg,2025-12-06T01:13:10,2026-01-22T06:26:14,90.76,First,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00718,"Ingram, Peters and Bradshaw",G131,LAX,Kristinfurt,DFW,Edwardburgh,2025-12-09T16:59:05,2026-01-11T20:00:33,162.77,Business,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00719,"Pearson, Harris and Williams",F298,SFO,North Alexa,DFW,Hamptonborough,2025-12-08T03:45:28,2026-01-07T01:28:07,220.2,First,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00720,"Wong, Thomas and Price",D777,LAX,West Rogerview,LAX,East Brandon,2025-12-20T13:30:14,2026-01-13T01:49:04,242.1,Economy,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00721,Weaver-Bennett,A619,JFK,Jamieborough,DFW,West Michael,2025-12-14T17:50:35,2026-01-15T19:49:27,133.05,Economy,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00722,"Grimes, Anderson and Nielsen",B537,ORD,Justinburgh,DFW,Derekberg,2025-12-10T09:22:13,2026-01-30T04:22:42,229.96,First,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00723,Ramos LLC,I464,JFK,Bennettton,DFW,Powellmouth,2025-12-22T01:26:15,2026-01-08T01:16:35,430.04,First,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00724,Holmes PLC,Z75,LAX,Michaelstad,JFK,North Mark,2025-12-24T01:23:58,2026-01-30T03:36:12,208.91,Business,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00725,"Ayala, Davis and Gray",E222,ORD,Ericmouth,SEA,Jessetown,2025-12-23T11:41:20,2026-01-19T11:41:33,89.33,Economy,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00726,Cruz-West,V986,SFO,New Anthonyfort,SEA,East Mandyhaven,2025-12-04T10:44:09,2026-01-30T01:50:40,337.59,First,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00727,Byrd LLC,S856,DFW,Kimberlyshire,ORD,Howardton,2025-12-22T08:39:55,2026-01-20T23:21:55,101.43,Economy,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00728,"Anderson, Baker and Castillo",G534,DFW,New Shelleyborough,LAX,Daughertyside,2025-12-22T00:46:51,2026-01-05T20:49:10,301.38,First,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00729,Andrews Ltd,K977,SFO,Cameronshire,ORD,Munozberg,2025-12-06T05:03:05,2026-01-15T07:58:43,595.21,First,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00730,Waters-Lewis,H926,JFK,East Margaretfurt,SFO,Emilyfurt,2025-12-12T06:59:31,2026-01-28T08:05:35,100.5,First,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00731,Smith-Gonzalez,N491,SEA,North Larryberg,JFK,Smithfurt,2025-12-05T17:48:11,2026-01-27T04:25:43,372.57,Economy,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00732,"Myers, Turner and Evans",S641,DFW,Lake Anthony,SFO,North Colin,2025-12-10T23:42:09,2026-01-19T02:12:30,295.24,First,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00733,Roman Ltd,L993,JFK,North Thomasside,ORD,Snyderstad,2025-12-13T18:48:13,2026-01-17T05:23:52,200.84,First,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00734,Villa Inc,V530,JFK,Sandrastad,SEA,West Scott,2025-12-24T18:31:33,2026-01-18T00:20:20,560.02,Economy,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00735,"Ingram, Swanson and Adkins",R303,JFK,Sampsonview,DFW,South Keith,2025-12-29T03:19:53,2026-01-26T04:23:27,317.45,Economy,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00736,Banks and Sons,P223,LAX,Johnsontown,JFK,Meredithborough,2025-12-08T04:46:11,2026-01-13T23:19:19,406.74,Business,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00737,"Osborne, Gonzalez and Anderson",S534,LAX,East Arthurport,JFK,Maryshire,2025-12-07T08:28:53,2026-01-04T21:01:49,309.63,Economy,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00738,White Ltd,S691,DFW,Wrighttown,SEA,North Christopher,2025-12-26T19:06:09,2026-01-12T12:07:04,227.39,First,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00739,Maxwell Inc,O787,ORD,Margaretville,DFW,Elizabethhaven,2025-12-04T08:29:34,2026-01-28T10:27:54,127.34,Economy,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00740,Thompson Ltd,W777,LAX,West Dustin,SFO,Lisachester,2025-12-24T10:09:37,2026-01-19T09:01:22,483.55,First,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00741,Sellers-Smith,X105,JFK,Taylorchester,JFK,East Carolynville,2025-12-28T00:47:58,2026-01-16T06:36:51,317.14,Economy,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00742,Jones PLC,U27,SFO,South Kimberly,JFK,Rothtown,2025-12-24T05:52:47,2026-01-04T15:06:40,127.71,Business,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00743,Jennings Group,G592,SFO,Vanessaview,SFO,East Amanda,2025-12-15T09:44:46,2026-01-10T17:48:23,552.56,Economy,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00744,Rasmussen Group,A703,DFW,Lake Jeffreyville,LAX,Craigside,2025-12-27T19:38:00,2026-01-20T14:25:34,316.38,First,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00745,Ponce Group,A493,SEA,Lake Michaelstad,LAX,Lake Seth,2025-12-19T04:04:05,2026-01-18T03:18:04,315.88,First,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00746,Cox Ltd,E918,ORD,Jacobhaven,SFO,Arnoldchester,2025-12-07T13:05:09,2026-01-23T21:53:57,260.01,Economy,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00747,Mendoza-Stanley,R62,DFW,South Judith,DFW,Wallerbury,2025-12-27T05:52:10,2026-01-04T04:16:01,414.52,Business,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00748,Brown-Wyatt,F120,SFO,Michaelfort,DFW,Davistown,2025-12-03T20:49:35,2026-01-20T16:58:36,496.55,Economy,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00749,Brown Group,Z375,LAX,Whitneyberg,JFK,Zavalachester,2025-12-09T17:03:01,2026-01-29T11:57:08,282.6,Business,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00750,"Rodriguez, Roberson and Casey",A635,SEA,Lake Craigfort,DFW,Lake Daniel,2025-12-28T22:51:31,2026-01-30T03:24:57,352.34,Economy,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00751,Flores-Powell,H374,DFW,Port Dawnmouth,ORD,Lake Tiffany,2025-12-06T15:43:09,2026-01-29T17:49:35,137.75,Economy,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00752,"Garcia, Johnson and Klein",G230,SFO,West Michelle,SEA,Fryside,2025-12-18T20:53:02,2026-01-11T01:08:02,463.43,First,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00753,"Stephens, Robinson and Smith",A380,SEA,Elizabethfort,SFO,East Leslie,2025-12-28T01:10:43,2026-01-23T21:09:03,167.76,Business,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00754,Sanchez-Figueroa,T223,LAX,West Jacquelineport,SFO,South Matthew,2025-12-10T17:34:21,2026-01-29T03:54:26,448.5,Economy,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00755,"Castro, Peterson and Potter",X190,JFK,Christinabury,SEA,North Mary,2025-12-11T05:06:45,2026-01-27T01:33:16,324.5,Business,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00756,"Wood, Clark and Luna",I196,SFO,South Christine,DFW,Brianberg,2025-12-09T15:34:56,2026-01-19T13:19:15,537.13,Economy,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00757,Weiss-Wise,G243,ORD,Gonzalezstad,ORD,Millerport,2025-12-18T03:23:32,2026-01-26T05:07:38,113.53,Business,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00758,"Davis, Miller and Jones",G218,SFO,Castromouth,LAX,North Brianna,2025-12-21T01:25:31,2026-01-03T01:06:58,280.35,Business,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00759,"Phillips, Simpson and Adams",F433,SEA,Millerton,LAX,Perryview,2025-12-20T17:06:16,2026-01-22T15:56:22,181.16,Economy,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00760,Allen-Ramos,D311,JFK,South Judy,LAX,West Jimmymouth,2025-12-03T19:50:39,2026-01-02T01:01:09,214.43,First,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00761,"Chung, Rosales and Henderson",G987,LAX,Zacharyborough,JFK,East Deborahfort,2025-12-22T22:29:01,2026-01-26T10:09:34,518.03,Economy,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00762,"Christensen, Hill and Willis",H673,LAX,Williamsside,SFO,Gonzalezhaven,2025-12-25T01:58:57,2026-01-02T13:52:54,595.73,First,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00763,"Davila, Turner and Brown",B778,SEA,Chambersbury,SFO,Kennedyborough,2025-12-04T11:27:40,2026-01-14T13:25:00,198.37,Economy,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00764,"Williams, Brown and Thompson",X631,JFK,Port Barbaraport,LAX,Thompsonview,2025-12-31T13:46:24,2026-01-02T20:58:16,373.01,First,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00765,Dickerson Group,D679,SEA,East Matthewmouth,DFW,North Monicafort,2025-12-28T15:44:06,2026-01-06T10:16:41,187.71,First,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00766,"Lowery, Peterson and Ponce",U878,JFK,Scottborough,DFW,Vazquezton,2025-12-04T04:13:47,2026-01-22T21:30:06,131.86,First,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00767,"Henry, Rodriguez and Todd",U182,ORD,New Cody,LAX,East Maria,2025-12-26T06:58:31,2026-01-16T07:49:20,459.26,Economy,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00768,"Vargas, Carney and Warner",W997,ORD,Tonymouth,DFW,West Jay,2025-12-17T12:04:42,2026-01-05T07:22:23,235.13,Economy,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00769,Morgan Inc,M802,SFO,North David,SEA,West Sabrinafurt,2025-12-06T23:36:35,2026-01-18T16:57:48,98.56,Economy,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00770,Jordan-Copeland,Q374,JFK,Lake Kathymouth,DFW,South Peterton,2025-12-19T23:03:47,2026-01-12T04:12:11,470.27,Business,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00771,Munoz-Oconnell,O290,SFO,Paulfort,SEA,New Gregoryborough,2025-12-14T17:11:34,2026-01-29T20:02:47,189.67,Business,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00772,Mcbride-Maynard,O868,SFO,Figueroaview,SFO,Jacobfort,2025-12-18T04:50:28,2026-01-16T21:43:02,197.19,Business,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00773,Solomon and Sons,Z740,DFW,Port Francisco,DFW,South Christopher,2025-12-25T17:39:14,2026-01-10T04:30:46,547.46,First,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00774,"Mclean, Scott and Ryan",J92,SEA,Rossshire,SFO,Jonesside,2025-12-06T13:23:07,2026-01-04T19:31:42,161.51,Business,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00775,"Taylor, Gonzalez and Vega",S780,SEA,Taraville,ORD,East Jonathan,2025-12-06T15:02:49,2026-01-27T08:54:50,501.79,First,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00776,Perez-Boyd,M270,SEA,Lake Manuelchester,DFW,East Stephanieborough,2025-12-04T10:23:08,2026-01-14T11:46:55,233.9,Economy,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00777,Brown-Phillips,G531,ORD,New Matthewberg,ORD,Timothyborough,2025-12-08T01:02:31,2026-01-04T23:47:21,505.87,Business,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00778,"Fowler, Allen and Cooper",Z127,JFK,Kellyside,JFK,Port Sharonside,2025-12-21T02:32:19,2026-01-19T18:29:01,486.39,Business,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00779,Bradley-Montgomery,R103,LAX,East Darren,DFW,Port Joseph,2025-12-24T07:27:06,2026-01-22T20:36:38,497.72,Economy,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00780,Gallegos Inc,U960,SFO,New Randy,SFO,Bondbury,2025-12-13T13:33:22,2026-01-20T20:58:29,186.05,Business,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00781,"Gomez, Cuevas and Tucker",R445,SFO,Port Nicolefurt,SFO,East Maxwellview,2025-12-15T06:29:04,2026-01-21T03:19:35,411.77,Business,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00782,Jackson and Sons,W398,SEA,Brendachester,ORD,Brownmouth,2025-12-16T09:49:39,2026-01-24T07:38:13,132.82,Economy,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00783,Molina and Sons,U551,LAX,Wellsshire,JFK,Lake Vicki,2025-12-15T11:58:15,2026-01-02T10:11:37,150.3,Business,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00784,Jones Ltd,K343,ORD,Robinsonville,ORD,East Daniel,2025-12-30T00:52:09,2026-01-17T03:56:26,170.28,Economy,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00785,Obrien Inc,O894,DFW,New Joseph,DFW,North Donna,2025-12-18T22:14:32,2026-01-15T17:43:45,340.51,Business,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00786,George LLC,Q88,ORD,Andreamouth,JFK,North Danielmouth,2025-12-25T07:33:16,2026-01-27T05:22:37,338.12,First,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00787,"Wilson, Mckee and Fernandez",G312,ORD,Lake James,SFO,East Rachelberg,2025-12-16T10:36:36,2026-01-27T20:25:10,437.73,Economy,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00788,"Watson, Anderson and Roth",X816,LAX,East Sandra,JFK,New Ashley,2025-12-11T20:41:56,2026-01-11T00:13:50,349.67,Economy,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00789,"Moss, Williams and Mcdaniel",U503,LAX,West Lauren,JFK,Port Adrian,2025-12-17T06:50:20,2026-01-28T07:28:06,426.12,First,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00790,Daniels Inc,L454,SEA,East Jacob,JFK,Ibarrabury,2025-12-29T08:27:35,2026-01-18T13:28:44,196.64,Business,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00791,Anderson-Hardin,R702,DFW,Vaughanhaven,JFK,Samanthamouth,2025-12-20T05:47:56,2026-01-21T07:05:58,89.2,First,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00792,"Hoffman, Sanders and Espinoza",E678,SEA,Port Vanessabury,SEA,South Justinhaven,2025-12-31T02:25:08,2026-01-19T06:37:21,390.23,First,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00793,Torres Inc,A64,SEA,North Christopher,LAX,Fieldsside,2025-12-17T22:56:25,2026-01-04T09:53:59,317.77,Business,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00794,Lewis Inc,H564,SFO,Lake Jorgetown,ORD,Tracytown,2025-12-27T08:51:43,2026-01-22T04:40:52,113.76,Economy,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00795,"Jennings, Dennis and Golden",C152,SEA,Rossstad,SEA,East Alexisport,2025-12-06T19:09:39,2026-01-29T23:15:05,392.2,Economy,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00796,"Brady, Porter and Ibarra",A194,LAX,Sophiatown,SFO,South Ronaldmouth,2025-12-09T12:34:10,2026-01-04T10:20:46,335.15,Business,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00797,Lara LLC,Q23,LAX,East Gary,DFW,South Michelleborough,2025-12-10T20:35:57,2026-01-27T01:14:31,389.73,Business,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00798,Brooks Group,J921,DFW,South Tammieshire,DFW,Livingstonfort,2025-12-13T10:20:52,2026-01-29T13:20:40,436.33,First,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00799,Mayo PLC,V814,DFW,Brookehaven,SFO,Brownport,2025-12-11T20:32:49,2026-01-21T21:21:22,564.4,First,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00800,Smith-Ramos,A707,SFO,Hornland,JFK,Lake Reneebury,2025-12-17T16:27:56,2026-01-18T21:19:32,426.16,First,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00801,Ruiz PLC,L693,JFK,South Karenstad,DFW,New Jamie,2025-12-16T11:44:15,2026-01-06T08:21:06,335.04,Economy,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00802,Wright-Ross,J359,SEA,Lindashire,JFK,Lake Lesliehaven,2025-12-29T22:59:31,2026-01-22T11:58:47,555.63,Business,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00803,"Jones, Willis and Miller",B549,JFK,East Zacharychester,LAX,South Christopher,2025-12-03T14:45:21,2026-01-25T01:35:56,291.62,Economy,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00804,"Jones, Norman and Cummings",F326,DFW,West Jennafurt,LAX,East Jenniferburgh,2025-12-15T17:25:56,2026-01-22T11:50:41,355.45,First,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00805,"Shepherd, Howell and Bowers",B313,SFO,Thomasfort,SEA,Blanchardmouth,2025-12-29T17:54:31,2026-01-16T10:30:21,107.53,First,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00806,Walsh-Oneal,N114,DFW,Haleytown,JFK,Jamesbury,2025-12-17T10:43:52,2026-01-10T03:32:05,424.67,First,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00807,Johnson-Johnson,A66,SFO,East Robertburgh,SEA,West Hannahbury,2025-12-13T15:42:48,2026-01-26T22:30:24,549.78,Economy,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00808,"Morris, Rogers and George",B15,SFO,Brandthaven,LAX,Paulchester,2025-12-07T21:11:20,2026-01-15T06:08:22,517.37,Economy,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00809,Spears-Evans,Q539,LAX,Delgadoport,ORD,West Katherinehaven,2025-12-08T00:22:30,2026-01-06T11:16:03,197.55,First,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00810,Williams Inc,U522,LAX,New Emma,JFK,Bettyburgh,2025-12-08T04:09:46,2026-01-08T13:26:06,229.86,Economy,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00811,Sawyer Ltd,R765,LAX,Jenniferland,SEA,Jessicahaven,2025-12-03T08:49:42,2026-01-15T22:20:58,452.51,First,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00812,"Haynes, Gibson and Jacobson",A26,DFW,Haleport,JFK,Harveymouth,2025-12-21T06:46:15,2026-01-15T17:30:32,379.2,Business,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00813,"Bryan, Estes and Pitts",H455,ORD,Butlerburgh,JFK,Zacharyshire,2025-12-08T09:33:39,2026-01-11T09:18:40,89.99,Business,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00814,"Malone, Collins and Webb",M974,JFK,West Jessica,JFK,Leeton,2025-12-23T19:56:27,2026-01-16T09:44:08,333.97,Business,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00815,Garcia-Gilbert,O639,ORD,North Shawna,LAX,Mccoyhaven,2025-12-07T03:55:11,2026-01-02T23:35:02,552.27,Economy,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00816,Richardson Inc,J315,LAX,Port Sarahville,SEA,New Dianeshire,2025-12-29T04:02:10,2026-01-17T12:48:45,412.92,Economy,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00817,"Porter, Mason and Grant",Q121,SFO,Craigmouth,JFK,Thomasburgh,2025-12-25T13:28:48,2026-01-16T22:50:22,298.33,Business,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00818,Nolan-Johnson,S501,SFO,West Anne,JFK,Lake Katherinemouth,2025-12-05T04:25:35,2026-01-21T18:49:26,450.42,Business,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,FL00819,Austin-Alexander,B204,SFO,Bethanytown,LAX,Martinezton,2025-12-12T10:44:16,2026-01-17T16:02:59,238.86,Economy,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
